16 Bit ADC acqisition competed 1.1.2010 at 3:08:32

Multichannel modes: 4 Channels;
Time resolution = 0,02 ms.;
Triger position = 2,56 ms.;
Samples before = 128 smpl.;  Samples after = 16256 smpl.;
Kv VHX = 5;
Kv VHY = 5;
Kv VHZ = 5;
Kv VCX, Kv VCY, Kv VCZ =  30;
Reference Channal = 1: REF

1 column: Dot, mSec;
2 column: REF, mV;
3 column: VHX, mT;
4 column: VHY, mT;
5 column: VHZ, mT;

0,02;	 0.000;	-0.856;	-4.491;	 1.573;
246,66;	 0.000;	-0.439;	-4.597;	 1.848;
246,68;	 0.000;	-0.439;	-4.597;	 1.408;
246,7;	 0.000;	-0.439;	-4.173;	 1.463;
246,72;	 0.000;	-0.647;	-4.332;	 1.079;
246,74;	 0.000;	-0.752;	-4.279;	 1.628;
246,76;	 0.000;	-1.221;	-4.703;	 1.848;
246,78;	 0.000;	-1.065;	-4.279;	 1.353;
246,8;	 0.000;	-1.012;	-4.332;	 2.013;
246,82;	 0.000;	-1.430;	-4.173;	 1.628;
246,84;	 0.000;	-0.856;	-4.810;	 2.452;
246,86;	 0.000;	-0.700;	-4.173;	 1.353;
246,88;	 0.000;	-1.273;	-4.279;	 1.793;
246,9;	 0.000;	-1.012;	-4.385;	 1.738;
246,92;	 0.000;	-0.856;	-4.385;	 1.573;
246,94;	 0.000;	-0.856;	-4.438;	 1.573;
246,96;	 0.000;	-0.960;	-4.650;	 1.848;
246,98;	 0.000;	-0.908;	-4.438;	 1.463;
247;	 0.000;	-0.700;	-4.226;	 1.188;
247,02;	 0.000;	-0.439;	-4.173;	 1.134;
247,04;	 0.000;	-0.647;	-4.385;	 1.134;
247,06;	 0.000;	-0.647;	-4.173;	 1.408;
247,08;	 0.000;	-0.595;	-4.013;	 1.518;
247,1;	 0.000;	-0.647;	-4.438;	 1.408;
247,12;	 0.000;	-0.752;	-4.226;	 1.079;
247,14;	 0.000;	-0.700;	-4.173;	 1.408;
247,16;	 0.000;	-0.804;	-4.332;	 1.683;
247,18;	 0.000;	-1.221;	-4.544;	 2.013;
247,2;	 0.000;	-0.752;	-3.907;	 1.463;
247,22;	 0.000;	-1.012;	-4.119;	 1.903;
247,24;	 0.000;	-0.752;	-3.907;	 1.243;
247,26;	 0.000;	-0.752;	-4.597;	 1.518;
247,28;	 0.000;	-1.117;	-4.332;	 1.628;
247,3;	 0.000;	-0.908;	-4.810;	 1.848;
247,32;	 0.000;	-0.647;	-4.013;	 1.408;
247,34;	 0.000;	-0.334;	-3.960;	 1.024;
247,36;	 0.000;	-0.804;	-4.279;	 0.859;
247,38;	 0.000;	-0.491;	-4.385;	 1.024;
247,4;	 0.000;	-0.595;	-4.279;	 1.463;
247,42;	 0.000;	-0.804;	-4.597;	 1.408;
247,44;	 0.000;	-0.543;	-4.173;	 0.914;
247,46;	 0.000;	-0.595;	-4.332;	 2.232;
247,48;	 0.000;	-0.856;	-4.279;	 1.408;
247,5;	 0.000;	-0.543;	-4.119;	 1.298;
247,52;	 0.000;	-0.752;	-4.013;	 1.463;
247,54;	 0.000;	-1.012;	-4.226;	 1.408;
247,56;	 0.000;	-0.856;	-4.703;	 1.738;
247,58;	 0.000;	-0.804;	-4.438;	 1.518;
247,6;	 0.000;	-0.960;	-4.703;	 1.683;
247,62;	 0.000;	-0.647;	-4.226;	 1.079;
247,64;	 0.000;	-0.752;	-4.650;	 1.628;
247,66;	 0.000;	-0.752;	-4.226;	 1.188;
247,68;	 0.000;	-0.387;	-4.173;	 1.079;
247,7;	 0.000;	-0.387;	-4.385;	 1.683;
247,72;	 0.000;	-1.012;	-4.385;	 1.408;
247,74;	 0.000;	-0.700;	-4.066;	 1.408;
247,76;	 0.000;	-0.491;	-4.385;	 0.969;
247,78;	 0.000;	-1.065;	-4.385;	 1.738;
247,8;	 0.000;	-0.752;	-4.013;	 1.463;
247,82;	 0.000;	-0.960;	-4.438;	 1.518;
247,84;	 0.000;	-1.221;	-4.013;	 1.408;
247,86;	 0.000;	-1.065;	-4.173;	 1.683;
247,88;	 0.000;	-0.700;	-4.491;	 1.793;
247,9;	 0.000;	-0.647;	-4.491;	 1.848;
247,92;	 0.000;	-0.647;	-4.438;	 1.793;
247,94;	 0.000;	-0.856;	-4.597;	 1.793;
247,96;	 0.000;	-1.065;	-4.119;	 1.134;
247,98;	 0.000;	-0.752;	-3.429;	 0.804;
248;	 0.000;	-0.595;	-4.597;	 1.738;
248,02;	 0.000;	-0.543;	-4.226;	 1.079;
248,04;	 0.000;	-0.334;	-3.854;	 0.969;
248,06;	 0.000;	-0.282;	-4.385;	 1.573;
248,08;	 0.000;	-0.543;	-4.119;	 1.298;
248,1;	 0.000;	-0.752;	-4.385;	 1.353;
248,12;	 0.000;	-0.387;	-4.226;	 1.518;
248,14;	 0.000;	-0.647;	-4.119;	 1.353;
248,16;	 0.000;	-1.012;	-4.332;	 1.738;
248,18;	 0.000;	-0.752;	-4.438;	 1.463;
248,2;	 0.000;	-1.012;	-4.544;	 1.903;
248,22;	 0.000;	-0.960;	-4.332;	 1.628;
248,24;	 0.000;	-0.595;	-3.907;	 1.463;
248,26;	 0.000;	-0.543;	-4.066;	 1.518;
248,28;	 0.000;	-0.491;	-4.066;	 1.188;
248,3;	 0.000;	-0.595;	-4.703;	 1.903;
248,32;	 0.000;	-0.752;	-4.544;	 1.738;
248,34;	 0.000;	-0.595;	-4.438;	 2.232;
248,36;	 0.000;	-0.230;	-4.173;	 1.353;
248,38;	 0.000;	-0.230;	-4.013;	 0.969;
248,4;	 0.000;	-0.543;	-4.013;	 0.969;
248,42;	 0.000;	-0.491;	-4.597;	 1.628;
248,44;	 0.000;	-0.647;	-3.907;	 1.408;
248,46;	 0.000;	-0.647;	-4.650;	 1.188;
248,48;	 0.000;	-0.647;	-4.226;	 1.408;
248,5;	 0.000;	-0.387;	-4.013;	 1.298;
248,52;	 0.000;	-0.804;	-4.385;	 1.024;
248,54;	 0.000;	-0.700;	-3.907;	 1.243;
248,56;	 0.000;	-0.595;	-3.854;	 1.628;
248,58;	 0.000;	-0.543;	-4.491;	 1.958;
248,6;	 0.000;	-0.700;	-4.119;	 1.518;
248,62;	 0.000;	-0.647;	-4.173;	 1.628;
248,64;	 0.000;	-0.960;	-4.863;	 1.903;
248,66;	 0.000;	-0.126;	-4.119;	 0.804;
248,68;	 0.000;	-0.387;	-4.385;	 1.683;
248,7;	 0.000;	-0.439;	-4.491;	 1.793;
248,72;	 0.000;	-0.960;	-3.960;	 1.134;
248,74;	 0.000;	-0.543;	-4.385;	 1.298;
248,76;	 0.000;	-0.491;	-4.438;	 1.793;
248,78;	 0.000;	-0.439;	-4.385;	 1.408;
248,8;	 0.000;	-0.856;	-4.385;	 1.628;
248,82;	 0.000;	-0.752;	-4.279;	 1.518;
248,84;	 0.000;	-0.647;	-4.332;	 1.463;
248,86;	 0.000;	-0.908;	-4.597;	 1.628;
248,88;	 0.000;	-0.595;	-4.119;	 1.243;
248,9;	 0.000;	-0.856;	-4.810;	 1.848;
248,92;	 0.000;	-0.595;	-3.854;	 1.243;
248,94;	 0.000;	-0.491;	-4.226;	 1.573;
248,96;	 0.000;	-0.595;	-4.066;	 1.243;
248,98;	 0.000;	-0.543;	-4.491;	 2.177;
249;	 0.000;	-0.804;	-4.757;	 1.738;
249,02;	 0.000;	-0.022;	-4.173;	 1.683;
249,04;	 0.000;	-0.387;	-3.960;	 1.134;
249,06;	 0.000;	-0.543;	-4.066;	 1.243;
249,08;	 0.000;	-0.334;	-4.385;	 1.573;
249,1;	 0.000;	-0.543;	-4.491;	 1.298;
249,12;	 0.000;	-0.700;	-4.597;	 1.188;
249,14;	 0.000;	-0.647;	-4.544;	 1.958;
249,16;	 0.000;	-0.595;	-4.757;	 2.013;
249,18;	 0.000;	-0.647;	-4.332;	 1.738;
249,2;	 0.000;	-0.595;	-4.066;	 1.243;
249,22;	 0.000;	-0.334;	-4.066;	 1.518;
249,24;	 0.000;	-0.700;	-4.279;	 1.024;
249,26;	 0.000;	-0.647;	-4.438;	 1.793;
249,28;	 0.000;	-0.752;	-4.226;	 1.628;
249,3;	 0.000;	-0.439;	-4.066;	 1.408;
249,32;	 0.000;	-0.647;	-4.544;	 1.408;
249,34;	 0.000;	-0.856;	-4.969;	 1.848;
249,36;	 0.000;	-0.126;	-3.907;	 1.024;
249,38;	 0.000;	-0.595;	-4.385;	 1.134;
249,4;	 0.000;	-0.804;	-4.650;	 1.683;
249,42;	 0.000;	-0.543;	-4.066;	 1.243;
249,44;	 0.000;	-0.439;	-4.332;	 1.353;
249,46;	 0.000;	-0.908;	-4.332;	 1.518;
249,48;	 0.000;	-0.752;	-4.279;	 1.683;
249,5;	 0.000;	-0.856;	-4.597;	 1.958;
249,52;	 0.000;	-0.543;	-4.066;	 1.518;
249,54;	 0.000;	-0.543;	-4.013;	 1.243;
249,56;	 0.000;	-0.647;	-4.757;	 2.232;
249,58;	 0.000;	-0.700;	-4.066;	 1.518;
249,6;	 0.000;	-0.752;	-4.226;	 1.243;
249,62;	 0.000;	-0.856;	-4.810;	 2.123;
249,64;	 0.000;	-0.439;	-3.801;	 0.914;
249,66;	 0.000;	-0.856;	-4.597;	 1.848;
249,68;	 0.000;	-0.543;	-4.491;	 1.463;
249,7;	 0.000;	-0.491;	-4.226;	 1.408;
249,72;	 0.000;	-0.022;	-4.385;	 1.134;
249,74;	 0.000;	-0.856;	-5.022;	 2.013;
249,76;	 0.000;	-0.439;	-3.801;	 1.079;
249,78;	 0.000;	-0.491;	-4.119;	 0.859;
249,8;	 0.000;	-0.960;	-4.810;	 2.177;
249,82;	 0.000;	-0.543;	-4.491;	 1.903;
249,84;	 0.000;	-0.856;	-4.491;	 1.958;
249,86;	 0.000;	-0.647;	-4.385;	 1.628;
249,88;	 0.000;	-0.647;	-3.960;	 1.573;
249,9;	 0.000;	-0.595;	-4.066;	 1.079;
249,92;	 0.000;	-1.065;	-4.332;	 1.738;
249,94;	 0.000;	-0.700;	-4.173;	 1.188;
249,96;	 0.000;	-0.491;	-4.119;	 1.134;
249,98;	 0.000;	-0.700;	-4.438;	 1.848;
250;	 0.000;	-0.282;	-4.226;	 1.463;
250,02;	 0.000;	-0.439;	-4.544;	 1.793;
250,04;	 0.000;	-0.439;	-4.226;	 1.408;
250,06;	 0.000;	-0.491;	-4.438;	 1.573;
250,08;	 0.000;	-0.647;	-4.491;	 1.518;
250,1;	 0.000;	-0.334;	-4.279;	 1.079;
250,12;	 0.000;	-0.700;	-4.597;	 2.013;
250,14;	 0.000;	-0.752;	-3.482;	 0.969;
250,16;	 0.000;	-1.117;	-4.491;	 2.123;
250,18;	 0.000;	-1.065;	-3.960;	 1.628;
250,2;	 0.000;	-0.856;	-4.597;	 2.232;
250,22;	 0.000;	-1.117;	-4.066;	 0.914;
250,24;	 0.000;	-0.647;	-4.703;	 2.068;
250,26;	 0.000;	-0.595;	-4.173;	 1.298;
250,28;	 0.000;	-1.065;	-4.438;	 1.353;
250,3;	 0.000;	-0.856;	-4.650;	 1.793;
250,32;	 0.000;	-0.543;	-4.332;	 1.573;
250,34;	 0.000;	-0.439;	-4.279;	 1.848;
250,36;	 0.000;	-0.282;	-4.173;	 1.518;
250,38;	 0.000;	-0.230;	-4.597;	 1.573;
250,4;	 0.000;	-0.230;	-3.960;	 0.969;
250,42;	 0.000;	-0.752;	-4.226;	 1.628;
250,44;	 0.000;	-0.856;	-4.703;	 1.353;
250,46;	 0.000;	-0.647;	-4.385;	 1.793;
250,48;	 0.000;	-0.595;	-4.119;	 1.298;
250,5;	 0.000;	-0.908;	-4.385;	 1.683;
250,52;	 0.000;	-0.439;	-4.279;	 1.573;
250,54;	 0.000;	-0.908;	-4.703;	 2.013;
250,56;	 0.000;	-0.752;	-4.279;	 1.793;
250,58;	 0.000;	-0.439;	-4.279;	 1.903;
250,6;	 0.000;	-0.178;	-3.642;	 1.024;
250,62;	 0.000;	-0.595;	-4.119;	 1.518;
250,64;	 0.000;	-0.491;	-4.385;	 1.793;
250,66;	 0.000;	-0.856;	-4.757;	 1.518;
250,68;	 0.000;	-0.908;	-4.491;	 1.024;
250,7;	 0.000;	-0.752;	-4.757;	 1.353;
250,72;	 0.000;	-0.387;	-4.332;	 1.353;
250,74;	 0.000;	-0.282;	-4.279;	 1.134;
250,76;	 0.000;	-0.439;	-4.597;	 2.013;
250,78;	 0.000;	-0.334;	-4.013;	 1.188;
250,8;	 0.000;	-0.752;	-4.491;	 1.848;
250,82;	 0.000;	-0.752;	-4.119;	 1.518;
250,84;	 0.000;	-0.960;	-4.119;	 1.573;
250,86;	 0.000;	-1.012;	-4.385;	 2.013;
250,88;	 0.000;	-0.595;	-4.066;	 1.243;
250,9;	 0.000;	-0.491;	-4.173;	 1.188;
250,92;	 0.000;	-1.221;	-4.544;	 1.958;
250,94;	 0.000;	-0.960;	-3.960;	 0.969;
250,96;	 0.000;	-0.752;	-4.597;	 2.013;
250,98;	 0.000;	-0.387;	-3.482;	 0.914;
251;	 0.000;	-0.439;	-4.385;	 1.793;
251,02;	 0.000;	-0.595;	-4.173;	 0.859;
251,04;	 0.000;	-0.804;	-4.810;	 2.068;
251,06;	 0.000;	-0.334;	-4.119;	 1.518;
251,08;	 0.000;	-0.439;	-3.960;	 1.243;
251,1;	 0.000;	-0.700;	-4.597;	 1.298;
251,12;	 0.000;	-0.647;	-4.226;	 1.573;
251,14;	 0.000;	-1.012;	-4.119;	 1.573;
251,16;	 0.000;	-0.595;	-4.066;	 1.683;
251,18;	 0.000;	-1.273;	-4.491;	 2.068;
251,2;	 0.000;	-1.065;	-4.385;	 1.958;
251,22;	 0.000;	-1.169;	-4.173;	 1.738;
251,24;	 0.000;	-0.856;	-4.385;	 1.628;
251,26;	 0.000;	-0.647;	-3.854;	 1.848;
251,28;	 0.000;	-0.543;	-4.173;	 1.463;
251,3;	 0.000;	-0.856;	-4.385;	 1.573;
251,32;	 0.000;	-0.491;	-4.173;	 0.804;
251,34;	 0.000;	-0.491;	-4.332;	 1.518;
251,36;	 0.000;	-0.595;	-4.226;	 1.573;
251,38;	 0.000;	-0.647;	-4.332;	 1.134;
251,4;	 0.000;	-0.595;	-4.332;	 1.463;
251,42;	 0.000;	-0.647;	-4.279;	 1.408;
251,44;	 0.000;	-0.856;	-4.650;	 1.848;
251,46;	 0.000;	-0.804;	-4.173;	 1.353;
251,48;	 0.000;	-0.543;	-3.907;	 1.353;
251,5;	 0.000;	-1.012;	-4.385;	 1.793;
251,52;	 0.000;	-0.700;	-4.491;	 1.683;
251,54;	 0.000;	-0.439;	-4.173;	 1.573;
251,56;	 0.000;	-0.700;	-4.013;	 1.573;
251,58;	 0.000;	-0.647;	-3.748;	 1.243;
251,6;	 0.000;	-0.856;	-4.597;	 1.793;
251,62;	 0.000;	-0.543;	-4.119;	 1.243;
251,64;	 0.000;	-0.752;	-4.279;	 1.683;
251,66;	 0.000;	-0.543;	-4.491;	 1.079;
251,68;	 0.000;	-0.804;	-4.491;	 1.188;
251,7;	 0.000;	-0.647;	-4.969;	 1.793;
251,72;	 0.000;	-0.908;	-4.810;	 1.408;
251,74;	 0.000;	-0.700;	-4.013;	 1.408;
251,76;	 0.000;	-0.908;	-4.385;	 0.914;
251,78;	 0.000;	-0.647;	-4.173;	 1.353;
251,8;	 0.000;	-0.595;	-4.544;	 1.958;
251,82;	 0.000;	-0.491;	-4.173;	 1.793;
251,84;	 0.000;	-0.856;	-4.863;	 1.848;
251,86;	 0.000;	-0.439;	-4.066;	 1.408;
251,88;	 0.000;	-0.856;	-4.597;	 1.903;
251,9;	 0.000;	-1.065;	-4.757;	 2.013;
251,92;	 0.000;	-1.169;	-4.226;	 1.793;
251,94;	 0.000;	-1.117;	-4.066;	 1.188;
251,96;	 0.000;	-0.960;	-4.650;	 1.738;
251,98;	 0.000;	-0.647;	-4.597;	 1.243;
252;	 0.000;	-0.804;	-4.544;	 1.628;
252,02;	 0.000;	-0.647;	-4.438;	 1.188;
252,04;	 0.000;	-0.595;	-4.332;	 1.298;
252,06;	 0.000;	-0.439;	-4.438;	 1.408;
252,08;	 0.000;	-0.387;	-4.385;	 1.079;
252,1;	 0.000;	-0.282;	-4.226;	 1.793;
252,12;	 0.000;	-0.908;	-4.810;	 2.068;
252,14;	 0.000;	-0.960;	-4.279;	 1.683;
252,16;	 0.000;	-1.065;	-3.960;	 1.353;
252,18;	 0.000;	-0.543;	-4.279;	 1.298;
252,2;	 0.000;	-0.804;	-4.013;	 1.188;
252,22;	 0.000;	-0.595;	-3.907;	 1.518;
252,24;	 0.000;	-0.700;	-4.013;	 1.353;
252,26;	 0.000;	-0.804;	-4.013;	 1.518;
252,28;	 0.000;	-0.804;	-4.279;	 1.134;
252,3;	 0.000;	-0.700;	-4.173;	 1.353;
252,32;	 0.000;	-0.543;	-4.332;	 1.188;
252,34;	 0.000;	-0.543;	-4.597;	 1.353;
252,36;	 0.000;	-0.700;	-4.332;	 1.298;
252,38;	 0.000;	-0.595;	-4.385;	 1.024;
252,4;	 0.000;	-0.439;	-4.119;	 1.134;
252,42;	 0.000;	-0.647;	-4.279;	 1.353;
252,44;	 0.000;	-0.647;	-4.385;	 1.793;
252,46;	 0.000;	-0.804;	-4.332;	 1.298;
252,48;	 0.000;	-0.491;	-4.438;	 1.408;
252,5;	 0.000;	-0.752;	-3.960;	 1.298;
252,52;	 0.000;	-1.065;	-4.173;	 1.188;
252,54;	 0.000;	-1.065;	-4.173;	 1.408;
252,56;	 0.000;	-0.908;	-4.438;	 1.793;
252,58;	 0.000;	-0.595;	-4.013;	 1.298;
252,6;	 0.000;	-0.387;	-3.960;	 1.298;
252,62;	 0.000;	-0.752;	-4.438;	 1.848;
252,64;	 0.000;	-0.543;	-3.960;	 1.573;
252,66;	 0.000;	-0.647;	-4.385;	 1.573;
252,68;	 0.000;	 0.031;	-4.279;	 1.243;
252,7;	 0.000;	-0.491;	-4.332;	 1.463;
252,72;	 0.000;	-0.491;	-4.597;	 1.573;
252,74;	 0.000;	-0.647;	-3.748;	 0.914;
252,76;	 0.000;	-0.752;	-4.385;	 1.353;
252,78;	 0.000;	-0.595;	-3.642;	 0.639;
252,8;	 0.000;	-0.491;	-4.438;	 1.628;
252,82;	 0.000;	-0.752;	-4.597;	 2.013;
252,84;	 0.000;	-0.700;	-4.013;	 1.793;
252,86;	 0.000;	-1.065;	-4.597;	 1.848;
252,88;	 0.000;	-1.169;	-3.642;	 1.738;
252,9;	 0.000;	-0.543;	-4.119;	 1.463;
252,92;	 0.000;	-0.595;	-4.226;	 1.518;
252,94;	 0.000;	-0.439;	-4.173;	 1.298;
252,96;	 0.000;	-0.439;	-4.491;	 1.793;
252,98;	 0.000;	-0.647;	-4.385;	 1.628;
253;	 0.000;	-0.491;	-3.960;	 1.134;
253,02;	 0.000;	-0.543;	-4.491;	 1.518;
253,04;	 0.000;	-0.334;	-3.695;	 0.639;
253,06;	 0.000;	-0.491;	-4.119;	 0.804;
253,08;	 0.000;	-1.117;	-4.332;	 1.408;
253,1;	 0.000;	-0.804;	-4.385;	 1.958;
253,12;	 0.000;	-1.012;	-4.119;	 1.353;
253,14;	 0.000;	-1.012;	-4.544;	 1.958;
253,16;	 0.000;	-0.178;	-4.013;	 1.243;
253,18;	 0.000;	-0.804;	-3.960;	 1.518;
253,2;	 0.000;	-0.700;	-4.385;	 1.573;
253,22;	 0.000;	-0.387;	-3.695;	 1.683;
253,24;	 0.000;	-1.012;	-4.226;	 1.793;
253,26;	 0.000;	-1.273;	-4.650;	 1.903;
253,28;	 0.000;	-1.117;	-4.491;	 1.628;
253,3;	 0.000;	-0.543;	-4.119;	 1.298;
253,32;	 0.000;	-0.700;	-4.650;	 1.848;
253,34;	 0.000;	-0.491;	-3.429;	 0.804;
253,36;	 0.000;	-0.856;	-4.757;	 1.683;
253,38;	 0.000;	-0.647;	-3.588;	 1.188;
253,4;	 0.000;	-0.282;	-4.385;	 1.848;
253,42;	 0.000;	-0.543;	-3.748;	 0.804;
253,44;	 0.000;	-0.334;	-4.173;	 1.573;
253,46;	 0.000;	-0.543;	-4.491;	 1.903;
253,48;	 0.000;	-0.856;	-4.385;	 1.628;
253,5;	 0.000;	-1.065;	-5.234;	 2.342;
253,52;	 0.000;	-0.334;	-3.429;	 1.024;
253,54;	 0.000;	-1.012;	-4.173;	 1.738;
253,56;	 0.000;	-1.065;	-4.385;	 1.793;
253,58;	 0.000;	-0.491;	-4.066;	 1.024;
253,6;	 0.000;	-0.804;	-4.438;	 1.683;
253,62;	 0.000;	-0.856;	-4.173;	 1.793;
253,64;	 0.000;	-0.543;	-4.332;	 1.573;
253,66;	 0.000;	-1.169;	-4.597;	 1.408;
253,68;	 0.000;	-0.491;	-4.597;	 1.793;
253,7;	 0.000;	-0.752;	-4.226;	 1.134;
253,72;	 0.000;	-0.230;	-4.332;	 1.573;
253,74;	 0.000;	-0.543;	-4.332;	 1.298;
253,76;	 0.000;	-0.022;	-4.066;	 1.463;
253,78;	 0.000;	-0.752;	-4.597;	 1.683;
253,8;	 0.000;	-0.387;	-4.173;	 1.188;
253,82;	 0.000;	-0.804;	-4.810;	 1.848;
253,84;	 0.000;	-0.439;	-4.173;	 1.848;
253,86;	 0.000;	-1.221;	-4.119;	 2.013;
253,88;	 0.000;	-0.647;	-4.173;	 1.134;
253,9;	 0.000;	-0.752;	-4.066;	 1.518;
253,92;	 0.000;	-0.491;	-4.066;	 1.024;
253,94;	 0.000;	-0.856;	-4.703;	 1.683;
253,96;	 0.000;	-0.543;	-3.642;	 0.474;
253,98;	 0.000;	-0.543;	-4.226;	 1.463;
254;	 0.000;	-0.543;	-4.226;	 1.353;
254,02;	 0.000;	-0.439;	-4.597;	 1.793;
254,04;	 0.000;	-0.752;	-4.226;	 1.134;
254,06;	 0.000;	-0.439;	-4.544;	 1.353;
254,08;	 0.000;	-0.282;	-4.226;	 1.188;
254,1;	 0.000;	-0.908;	-4.810;	 1.628;
254,12;	 0.000;	-0.543;	-4.173;	 1.683;
254,14;	 0.000;	-1.065;	-4.332;	 1.958;
254,16;	 0.000;	-0.491;	-4.226;	 1.683;
254,18;	 0.000;	-0.752;	-4.385;	 1.518;
254,2;	 0.000;	-0.230;	-3.801;	 1.408;
254,22;	 0.000;	-0.334;	-3.854;	 1.298;
254,24;	 0.000;	-0.439;	-4.066;	 1.298;
254,26;	 0.000;	-0.804;	-4.332;	 1.188;
254,28;	 0.000;	-0.700;	-3.907;	 1.243;
254,3;	 0.000;	-0.491;	-4.119;	 1.353;
254,32;	 0.000;	-0.856;	-4.810;	 2.013;
254,34;	 0.000;	-0.700;	-4.013;	 1.353;
254,36;	 0.000;	-0.543;	-4.332;	 1.243;
254,38;	 0.000;	-0.491;	-4.385;	 1.353;
254,4;	 0.000;	-0.387;	-4.226;	 1.188;
254,42;	 0.000;	-0.334;	-4.332;	 1.463;
254,44;	 0.000;	-0.752;	-4.385;	 1.353;
254,46;	 0.000;	-0.804;	-4.650;	 1.518;
254,48;	 0.000;	-0.752;	-4.491;	 1.903;
254,5;	 0.000;	-1.273;	-4.757;	 1.958;
254,52;	 0.000;	-0.856;	-4.066;	 1.463;
254,54;	 0.000;	-0.752;	-3.907;	 1.353;
254,56;	 0.000;	-0.960;	-4.597;	 1.738;
254,58;	 0.000;	-0.543;	-4.066;	 1.463;
254,6;	 0.000;	-1.273;	-4.810;	 2.232;
254,62;	 0.000;	-0.804;	-4.226;	 1.628;
254,64;	 0.000;	-1.117;	-3.960;	 1.024;
254,66;	 0.000;	-0.543;	-4.332;	 1.463;
254,68;	 0.000;	-0.491;	-4.119;	 1.353;
254,7;	 0.000;	-0.178;	-4.544;	 1.298;
254,72;	 0.000;	-0.647;	-4.385;	 1.573;
254,74;	 0.000;	-0.647;	-4.226;	 0.914;
254,76;	 0.000;	-0.700;	-3.907;	 1.024;
254,78;	 0.000;	-1.012;	-4.226;	 1.353;
254,8;	 0.000;	-0.856;	-4.810;	 2.068;
254,82;	 0.000;	-0.960;	-4.385;	 1.793;
254,84;	 0.000;	-0.491;	-4.226;	 1.793;
254,86;	 0.000;	-1.221;	-4.332;	 1.958;
254,88;	 0.000;	-0.856;	-4.703;	 1.628;
254,9;	 0.000;	-0.595;	-4.066;	 1.463;
254,92;	 0.000;	-0.752;	-4.491;	 1.958;
254,94;	 0.000;	-1.273;	-4.650;	 1.573;
254,96;	 0.000;	-0.752;	-4.332;	 1.463;
254,98;	 0.000;	-0.856;	-4.703;	 1.518;
255;	 0.000;	-1.012;	-4.385;	 1.793;
255,02;	 0.000;	-0.752;	-4.066;	 1.353;
255,04;	 0.000;	-0.491;	-4.491;	 1.353;
255,06;	 0.000;	-0.387;	-4.385;	 1.518;
255,08;	 0.000;	-0.387;	-4.119;	 1.793;
255,1;	 0.000;	-0.491;	-4.226;	 1.903;
255,12;	 0.000;	-0.647;	-4.438;	 1.573;
255,14;	 0.000;	-0.439;	-4.544;	 2.013;
255,16;	 0.000;	-0.647;	-3.588;	 1.243;
255,18;	 0.000;	-0.908;	-4.863;	 2.507;
255,2;	 0.000;	-0.700;	-3.482;	 0.694;
255,22;	 0.000;	-0.647;	-4.173;	 1.408;
255,24;	 0.000;	-0.647;	-4.438;	 1.573;
255,26;	 0.000;	-0.908;	-4.650;	 1.848;
255,28;	 0.000;	-1.065;	-4.544;	 1.188;
255,3;	 0.000;	-0.387;	-3.854;	 1.243;
255,32;	 0.000;	-0.491;	-4.438;	 1.628;
255,34;	 0.000;	-0.700;	-4.438;	 1.573;
255,36;	 0.000;	-0.439;	-4.491;	 1.518;
255,38;	 0.000;	-0.647;	-4.385;	 1.353;
255,4;	 0.000;	-0.334;	-3.907;	 0.584;
255,42;	 0.000;	-0.647;	-4.597;	 2.068;
255,44;	 0.000;	-0.908;	-4.491;	 1.628;
255,46;	 0.000;	-0.752;	-4.703;	 2.068;
255,48;	 0.000;	-0.752;	-4.279;	 1.628;
255,5;	 0.000;	-0.960;	-4.438;	 1.793;
255,52;	 0.000;	-0.647;	-4.385;	 2.013;
255,54;	 0.000;	-0.543;	-4.332;	 1.188;
255,56;	 0.000;	-1.065;	-4.491;	 1.628;
255,58;	 0.000;	-1.065;	-4.013;	 1.243;
255,6;	 0.000;	-0.387;	-3.907;	 1.518;
255,62;	 0.000;	-0.647;	-4.757;	 1.793;
255,64;	 0.000;	-0.282;	-3.748;	 0.694;
255,66;	 0.000;	-0.491;	-4.385;	 1.134;
255,68;	 0.000;	-0.856;	-4.597;	 1.628;
255,7;	 0.000;	-0.230;	-4.385;	 1.408;
255,72;	 0.000;	-0.439;	-4.332;	 1.298;
255,74;	 0.000;	-0.230;	-3.801;	 0.749;
255,76;	 0.000;	-0.856;	-4.438;	 1.793;
255,78;	 0.000;	-0.178;	-4.173;	 1.298;
255,8;	 0.000;	-0.856;	-4.385;	 1.573;
255,82;	 0.000;	-0.908;	-4.385;	 1.408;
255,84;	 0.000;	-0.752;	-4.066;	 1.628;
255,86;	 0.000;	-1.065;	-4.597;	 1.848;
255,88;	 0.000;	-1.065;	-4.757;	 2.177;
255,9;	 0.000;	-1.221;	-4.119;	 1.683;
255,92;	 0.000;	-1.065;	-4.650;	 1.738;
255,94;	 0.000;	-0.595;	-4.173;	 1.353;
255,96;	 0.000;	-0.752;	-4.385;	 1.408;
255,98;	 0.000;	-0.387;	-3.695;	 1.518;
256;	 0.000;	-0.334;	-4.013;	 0.914;
256,02;	 0.000;	-0.595;	-4.332;	 1.408;
256,04;	 0.000;	-0.230;	-4.438;	 1.628;
256,06;	 0.000;	 0.083;	-4.279;	 1.298;
256,08;	 0.000;	-0.334;	-4.226;	 1.134;
256,1;	 0.000;	-0.178;	-4.226;	 1.683;
256,12;	 0.000;	-0.960;	-4.703;	 2.123;
